tf,sym,side,score,score_trend,score_smc,score_osc,ep,sl,tp1,tp2,sl_pct,rsi,in_kz,regime,entry_ts,exit_ts,exit_px,exit_type,tp1_hit,outcome,pnl
30m,XRP/USDT,LONG,8,7,2,0,2.2748,2.2085,2.3544,2.4074,2.915,82.5,False,VOLATILE,2025-07-06 10:30:00+00:00,2025-07-08 11:30:00+00:00,2.2938,TIMEOUT,False,WIN,2.87
30m,XRP/USDT,LONG,9,8,2,0,2.2985,2.2484,2.3586,2.3987,2.18,62.0,False,RANGING,2025-07-08 12:30:00+00:00,2025-07-09 12:00:00+00:00,2.3987,TP2,True,WIN,16.0
30m,XRP/USDT,LONG,9,8,2,0,2.384,2.3008,2.4838,2.5504,3.49,87.8,False,TRENDING,2025-07-09 12:30:00+00:00,2025-07-10 21:30:00+00:00,2.5504,TP2,True,WIN,16.0
30m,XRP/USDT,LONG,8,8,1,0,2.5468,2.4189,2.7003,2.8026,5.022,70.8,False,TRENDING,2025-07-10 22:30:00+00:00,2025-07-11 13:30:00+00:00,2.8026,TP2,True,WIN,16.0
30m,XRP/USDT,LONG,12,8,2,2,2.8239,2.5539,3.1479,3.3639,9.561,83.5,True,VOLATILE,2025-07-11 14:30:00+00:00,2025-07-13 15:30:00+00:00,2.8383,TIMEOUT,False,WIN,0.53
30m,XRP/USDT,LONG,9,8,2,0,2.8239,2.768,2.891,2.9357,1.98,60.8,False,TRENDING,2025-07-13 16:30:00+00:00,2025-07-13 21:30:00+00:00,2.768,SL,False,LOSS,-10.0
30m,XRP/USDT,LONG,8,9,0,0,2.8465,2.7621,2.9478,3.0153,2.965,54.1,False,RANGING,2025-07-14 00:30:00+00:00,2025-07-14 09:30:00+00:00,3.0153,TP2,True,WIN,16.0
30m,XRP/USDT,LONG,8,8,0,0,3.0117,2.8744,3.1765,3.2863,4.559,64.5,True,TRENDING,2025-07-14 14:30:00+00:00,2025-07-15 01:00:00+00:00,2.8744,SL,False,LOSS,-10.0
30m,XRP/USDT,LONG,8,3,2,2,2.8505,2.8037,2.9067,2.9441,1.642,37.1,True,TRENDING,2025-07-15 08:30:00+00:00,2025-07-15 14:30:00+00:00,2.8505,SL_BE,True,WIN,6.0
30m,XRP/USDT,LONG,9,6,3,0,2.854,2.8207,2.8939,2.9206,1.166,53.0,True,RANGING,2025-07-15 14:30:00+00:00,2025-07-15 17:00:00+00:00,2.9206,TP2,True,WIN,15.99
30m,XRP/USDT,LONG,9,9,1,0,2.9317,2.8408,3.0408,3.1135,3.101,53.8,False,RANGING,2025-07-16 00:30:00+00:00,2025-07-17 05:00:00+00:00,3.1135,TP2,True,WIN,16.0
30m,XRP/USDT,LONG,9,8,2,0,3.1541,2.987,3.3546,3.4883,5.298,70.7,False,TRENDING,2025-07-17 06:30:00+00:00,2025-07-17 21:00:00+00:00,3.4883,TP2,True,WIN,16.0
30m,XRP/USDT,LONG,9,8,2,0,3.4731,3.1671,3.8403,4.0851,8.811,70.0,False,VOLATILE,2025-07-17 22:30:00+00:00,2025-07-19 23:30:00+00:00,3.424,TIMEOUT,False,LOSS,-1.6
30m,XRP/USDT,SHORT,8,0,4,4,3.4171,3.4511,3.3763,3.3491,0.995,46.6,False,RANGING,2025-07-20 06:30:00+00:00,2025-07-20 07:30:00+00:00,3.4511,SL,False,LOSS,-10.0
30m,XRP/USDT,LONG,13,8,5,0,3.4987,3.3855,3.6345,3.7251,3.235,59.5,True,RANGING,2025-07-20 08:30:00+00:00,2025-07-22 01:00:00+00:00,3.4987,SL_BE,True,WIN,6.0
30m,XRP/USDT,LONG,8,5,3,0,3.5124,3.4223,3.6205,3.6926,2.565,52.7,False,TRENDING,2025-07-22 12:30:00+00:00,2025-07-23 12:30:00+00:00,3.4223,SL,False,LOSS,-10.0
30m,XRP/USDT,SHORT,10,8,2,0,3.0057,3.1536,2.8282,2.7099,4.921,39.5,True,RANGING,2025-07-25 14:30:00+00:00,2025-07-26 02:30:00+00:00,3.1536,SL,False,LOSS,-10.0
30m,XRP/USDT,LONG,9,4,3,2,3.1814,3.1567,3.211,3.2308,0.776,48.7,False,RANGING,2025-07-27 00:30:00+00:00,2025-07-27 05:00:00+00:00,3.2308,TP2,True,WIN,15.99
30m,XRP/USDT,LONG,8,8,1,0,3.2015,3.1567,3.2553,3.2911,1.399,54.3,False,RANGING,2025-07-27 06:30:00+00:00,2025-07-28 02:30:00+00:00,3.2911,TP2,True,WIN,16.0
30m,XRP/USDT,LONG,11,8,2,2,3.2687,3.1765,3.3793,3.4531,2.821,60.2,False,RANGING,2025-07-28 02:30:00+00:00,2025-07-28 13:30:00+00:00,3.1765,SL,False,LOSS,-10.0
30m,XRP/USDT,SHORT,10,7,1,2,3.1415,3.2581,3.0016,2.9083,3.712,31.2,False,TRENDING,2025-07-28 20:30:00+00:00,2025-07-30 21:30:00+00:00,3.0787,TIMEOUT,True,WIN,8.69
30m,XRP/USDT,SHORT,9,8,2,0,3.0835,3.1624,2.9888,2.9257,2.559,41.7,False,RANGING,2025-07-30 22:30:00+00:00,2025-07-31 08:30:00+00:00,3.1624,SL,False,LOSS,-10.0
30m,XRP/USDT,SHORT,10,3,2,4,3.1602,3.1763,3.1408,3.1279,0.511,64.3,True,RANGING,2025-07-31 08:30:00+00:00,2025-07-31 09:30:00+00:00,3.1763,SL,False,LOSS,-10.0
30m,XRP/USDT,SHORT,14,10,2,2,3.0811,3.1791,2.9635,2.8851,3.181,32.2,True,RANGING,2025-07-31 14:30:00+00:00,2025-08-02 14:30:00+00:00,2.8851,TP2,True,WIN,16.0
30m,XRP/USDT,SHORT,13,8,3,2,2.8789,3.0207,2.7087,2.5953,4.925,35.5,True,TRENDING,2025-08-02 14:30:00+00:00,2025-08-04 01:00:00+00:00,3.0207,SL,False,LOSS,-10.0
30m,XRP/USDT,SHORT,8,7,2,0,2.9115,2.9903,2.8169,2.7539,2.707,35.5,False,TRENDING,2025-08-06 04:30:00+00:00,2025-08-06 15:30:00+00:00,2.9903,SL,False,LOSS,-10.0
30m,XRP/USDT,LONG,9,8,2,0,3.1108,3.0058,3.2368,3.3208,3.375,73.5,False,RANGING,2025-08-07 20:30:00+00:00,2025-08-07 22:30:00+00:00,3.3208,TP2,True,WIN,16.0
30m,XRP/USDT,LONG,11,8,2,2,3.3252,3.0092,3.7044,3.9572,9.503,87.8,False,VOLATILE,2025-08-07 22:30:00+00:00,2025-08-09 23:30:00+00:00,3.2252,TIMEOUT,False,LOSS,-3.16
30m,XRP/USDT,LONG,8,3,0,4,3.2082,3.1517,3.276,3.3212,1.761,35.2,True,TRENDING,2025-08-10 08:30:00+00:00,2025-08-11 08:30:00+00:00,3.3212,TP2,True,WIN,16.0
30m,XRP/USDT,LONG,10,7,0,2,3.2994,3.1644,3.4614,3.5694,4.092,68.7,True,TRENDING,2025-08-11 08:30:00+00:00,2025-08-11 18:00:00+00:00,3.1644,SL,False,LOSS,-10.0
30m,XRP/USDT,LONG,11,9,2,0,3.2868,3.2025,3.388,3.4554,2.565,61.3,True,RANGING,2025-08-13 08:30:00+00:00,2025-08-14 10:30:00+00:00,3.2025,SL,False,LOSS,-10.0
30m,XRP/USDT,LONG,8,3,3,2,3.2121,3.1879,3.2411,3.2605,0.753,37.3,False,TRENDING,2025-08-14 10:30:00+00:00,2025-08-14 12:30:00+00:00,3.1879,SL,False,LOSS,-10.0
30m,XRP/USDT,SHORT,9,7,2,0,3.1218,3.3348,2.8662,2.6958,6.823,30.6,True,VOLATILE,2025-08-14 14:30:00+00:00,2025-08-16 15:30:00+00:00,3.1035,TIMEOUT,False,WIN,0.86
30m,XRP/USDT,SHORT,10,9,2,0,3.1042,3.1475,3.0522,3.0176,1.395,47.8,False,RANGING,2025-08-16 20:30:00+00:00,2025-08-18 02:30:00+00:00,3.0176,TP2,True,WIN,16.0
30m,XRP/USDT,SHORT,9,8,2,0,3.0108,3.147,2.8474,2.7384,4.524,22.0,False,TRENDING,2025-08-18 02:30:00+00:00,2025-08-20 03:30:00+00:00,2.8875,TIMEOUT,False,WIN,9.05
30m,XRP/USDT,SHORT,8,9,0,0,2.8989,2.9336,2.8573,2.8295,1.197,46.1,False,TRENDING,2025-08-20 04:30:00+00:00,2025-08-20 14:00:00+00:00,2.8295,TP2,True,WIN,15.99
30m,XRP/USDT,SHORT,10,8,2,0,2.8886,2.9141,2.858,2.8376,0.883,40.1,True,TRENDING,2025-08-20 14:30:00+00:00,2025-08-20 15:30:00+00:00,2.9141,SL,False,LOSS,-10.0
30m,XRP/USDT,SHORT,9,3,2,4,2.9711,2.9999,2.9365,2.9134,0.97,60.7,False,TRENDING,2025-08-20 20:30:00+00:00,2025-08-21 02:30:00+00:00,2.9134,TP2,True,WIN,16.02
30m,XRP/USDT,SHORT,9,5,2,2,2.9244,2.99,2.8457,2.7932,2.243,46.8,False,RANGING,2025-08-21 02:30:00+00:00,2025-08-22 12:00:00+00:00,2.7932,TP2,True,WIN,16.0
30m,XRP/USDT,SHORT,9,8,2,0,2.808,2.8851,2.7155,2.6538,2.746,30.4,False,TRENDING,2025-08-22 12:30:00+00:00,2025-08-22 14:00:00+00:00,2.8851,SL,False,LOSS,-10.0
30m,XRP/USDT,SHORT,9,7,3,0,2.9554,3.0537,2.8374,2.7588,3.326,36.9,False,TRENDING,2025-08-25 06:30:00+00:00,2025-08-26 16:30:00+00:00,2.9554,SL_BE,True,WIN,6.0
30m,XRP/USDT,SHORT,8,7,2,0,2.9498,3.0257,2.8587,2.798,2.573,39.8,False,TRENDING,2025-08-28 20:30:00+00:00,2025-08-29 20:30:00+00:00,2.798,TP2,True,WIN,16.0
30m,XRP/USDT,SHORT,9,8,0,2,2.8121,2.9226,2.6795,2.5911,3.929,37.2,False,TRENDING,2025-08-29 22:30:00+00:00,2025-08-31 23:30:00+00:00,2.776,TIMEOUT,False,WIN,3.27
30m,XRP/USDT,SHORT,9,8,2,0,2.7624,2.8249,2.6874,2.6374,2.263,23.8,False,TRENDING,2025-09-01 00:30:00+00:00,2025-09-01 08:30:00+00:00,2.8249,SL,False,LOSS,-10.0
30m,XRP/USDT,SHORT,8,5,0,2,2.8256,2.846,2.8011,2.7848,0.722,60.8,True,VOLATILE,2025-09-01 08:30:00+00:00,2025-09-01 11:00:00+00:00,2.7848,TP2,True,WIN,16.0
30m,XRP/USDT,SHORT,11,9,2,0,2.7702,2.8397,2.6868,2.6312,2.509,46.2,True,TRENDING,2025-09-01 14:30:00+00:00,2025-09-02 14:00:00+00:00,2.8397,SL,False,LOSS,-10.0
30m,XRP/USDT,SHORT,11,7,2,2,2.7994,2.8555,2.7321,2.6872,2.004,36.7,False,RANGING,2025-09-04 18:30:00+00:00,2025-09-05 12:00:00+00:00,2.8555,SL,False,LOSS,-10.0
30m,XRP/USDT,SHORT,14,8,2,4,2.817,2.8654,2.7589,2.7202,1.718,46.4,False,RANGING,2025-09-06 04:30:00+00:00,2025-09-07 14:00:00+00:00,2.8654,SL,False,LOSS,-10.0
30m,XRP/USDT,LONG,9,7,2,0,2.885,2.8184,2.9649,3.0182,2.308,87.2,True,VOLATILE,2025-09-07 14:30:00+00:00,2025-09-09 07:00:00+00:00,3.0182,TP2,True,WIN,16.0
30m,XRP/USDT,LONG,10,8,2,0,3.0242,2.9341,3.1323,3.2044,2.979,70.8,True,TRENDING,2025-09-09 08:30:00+00:00,2025-09-11 09:30:00+00:00,3.0276,TIMEOUT,False,WIN,0.38
30m,XRP/USDT,LONG,10,9,2,0,3.0161,2.9772,3.0628,3.0939,1.29,57.4,False,RANGING,2025-09-11 10:30:00+00:00,2025-09-11 12:30:00+00:00,2.9772,SL,False,LOSS,-10.0
30m,XRP/USDT,LONG,14,8,2,4,2.9981,2.9857,3.013,3.023,0.415,63.3,False,RANGING,2025-09-11 12:30:00+00:00,2025-09-11 14:00:00+00:00,2.9981,SL_BE,True,WIN,6.01
30m,XRP/USDT,LONG,13,11,3,0,3.024,2.95,3.1128,3.172,2.447,53.5,False,RANGING,2025-09-11 18:30:00+00:00,2025-09-13 09:30:00+00:00,3.172,TP2,True,WIN,16.0
30m,XRP/USDT,LONG,9,8,2,0,3.1632,3.09,3.251,3.3096,2.314,72.3,False,TRENDING,2025-09-13 10:30:00+00:00,2025-09-13 17:00:00+00:00,3.09,SL,False,LOSS,-10.0
30m,XRP/USDT,LONG,10,3,3,4,3.0498,3.0369,3.0652,3.0755,0.421,31.0,False,TRENDING,2025-09-14 12:30:00+00:00,2025-09-14 13:30:00+00:00,3.0369,SL,False,LOSS,-10.0
30m,XRP/USDT,LONG,8,6,0,2,3.0361,3.0037,3.075,3.1009,1.067,51.3,False,RANGING,2025-09-17 00:30:00+00:00,2025-09-17 10:00:00+00:00,3.0037,SL,False,LOSS,-10.0
30m,XRP/USDT,LONG,8,7,2,0,3.0762,2.9821,3.1891,3.2644,3.059,63.8,False,VOLATILE,2025-09-18 00:30:00+00:00,2025-09-19 21:00:00+00:00,2.9821,SL,False,LOSS,-10.0
30m,XRP/USDT,SHORT,11,9,3,0,2.975,3.0091,2.9341,2.9068,1.146,43.4,False,TRENDING,2025-09-20 18:30:00+00:00,2025-09-21 05:00:00+00:00,3.0091,SL,False,LOSS,-10.0
30m,XRP/USDT,SHORT,11,5,3,2,2.9912,3.0139,2.964,2.9458,0.759,48.6,True,RANGING,2025-09-21 08:30:00+00:00,2025-09-21 22:30:00+00:00,2.9912,SL_BE,True,WIN,5.99
30m,XRP/USDT,SHORT,8,9,0,0,2.991,3.0024,2.9773,2.9682,0.381,46.8,False,RANGING,2025-09-21 22:30:00+00:00,2025-09-22 00:00:00+00:00,2.9682,TP2,True,WIN,16.01
30m,XRP/USDT,SHORT,11,8,2,2,2.9164,2.9927,2.8248,2.7638,2.616,39.1,False,VOLATILE,2025-09-22 00:30:00+00:00,2025-09-24 01:30:00+00:00,2.841,TIMEOUT,True,WIN,10.94
30m,XRP/USDT,SHORT,9,8,0,2,2.8289,2.8968,2.7474,2.6931,2.4,41.1,False,RANGING,2025-09-24 02:30:00+00:00,2025-09-24 14:30:00+00:00,2.8968,SL,False,LOSS,-10.0
30m,XRP/USDT,SHORT,8,3,2,2,2.9195,2.9321,2.9044,2.8943,0.431,70.2,True,RANGING,2025-09-24 14:30:00+00:00,2025-09-24 15:30:00+00:00,2.9321,SL,False,LOSS,-10.0
30m,XRP/USDT,SHORT,10,7,1,2,2.8277,2.9177,2.7197,2.6477,3.183,26.7,False,TRENDING,2025-09-25 12:30:00+00:00,2025-09-27 13:30:00+00:00,2.7811,TIMEOUT,True,WIN,8.59
30m,XRP/USDT,SHORT,8,3,3,2,2.776,2.8016,2.7453,2.7248,0.922,51.6,False,RANGING,2025-09-27 16:30:00+00:00,2025-09-27 22:00:00+00:00,2.8016,SL,False,LOSS,-10.0
30m,XRP/USDT,SHORT,14,11,2,2,2.7888,2.8288,2.7408,2.7088,1.434,42.5,False,RANGING,2025-09-28 04:30:00+00:00,2025-09-28 16:30:00+00:00,2.8288,SL,False,LOSS,-10.0
30m,XRP/USDT,SHORT,10,6,2,2,2.8417,2.8794,2.7965,2.7663,1.327,49.4,False,RANGING,2025-10-01 02:30:00+00:00,2025-10-01 08:30:00+00:00,2.8794,SL,False,LOSS,-10.0
30m,XRP/USDT,LONG,12,10,2,0,2.917,2.814,3.0406,3.123,3.531,61.1,True,RANGING,2025-10-01 08:30:00+00:00,2025-10-03 09:30:00+00:00,3.0408,TIMEOUT,True,WIN,12.01
30m,XRP/USDT,LONG,8,7,2,0,3.0455,3.0033,3.0961,3.1299,1.386,56.8,False,RANGING,2025-10-03 10:30:00+00:00,2025-10-04 08:30:00+00:00,3.0033,SL,False,LOSS,-10.0
30m,XRP/USDT,LONG,8,3,2,2,3.0005,2.9881,3.0154,3.0253,0.414,36.7,True,RANGING,2025-10-04 08:30:00+00:00,2025-10-04 10:30:00+00:00,2.9881,SL,False,LOSS,-10.0
30m,XRP/USDT,LONG,8,3,1,4,2.9875,2.9753,3.0021,3.0119,0.408,39.7,False,RANGING,2025-10-04 10:30:00+00:00,2025-10-04 14:00:00+00:00,2.9875,SL_BE,True,WIN,5.98
30m,XRP/USDT,LONG,9,3,3,2,2.9669,2.954,2.9824,2.9927,0.435,36.4,True,TRENDING,2025-10-04 14:30:00+00:00,2025-10-04 15:30:00+00:00,2.954,SL,False,LOSS,-10.0
30m,XRP/USDT,LONG,8,7,2,0,3.0341,2.946,3.1398,3.2103,2.904,73.2,False,TRENDING,2025-10-05 06:30:00+00:00,2025-10-07 07:30:00+00:00,2.9715,TIMEOUT,False,LOSS,-7.11
30m,XRP/USDT,SHORT,12,8,2,2,2.9094,3.0015,2.7989,2.7252,3.166,23.6,True,TRENDING,2025-10-07 14:30:00+00:00,2025-10-09 15:30:00+00:00,2.8025,TIMEOUT,True,WIN,11.8
30m,XRP/USDT,SHORT,9,8,2,0,2.7786,2.841,2.7037,2.6538,2.246,34.2,False,TRENDING,2025-10-09 16:30:00+00:00,2025-10-10 19:30:00+00:00,2.6538,TP2,True,WIN,16.0
30m,XRP/USDT,SHORT,8,6,3,0,2.4941,2.8372,2.0824,1.8079,13.756,35.2,False,VOLATILE,2025-10-10 20:30:00+00:00,2025-10-11 09:00:00+00:00,2.4941,SL_BE,True,WIN,6.0
30m,XRP/USDT,SHORT,8,6,3,0,2.4779,2.5468,2.3952,2.3401,2.781,51.9,False,TRENDING,2025-10-11 10:30:00+00:00,2025-10-11 20:30:00+00:00,2.3401,TP2,True,WIN,16.0
30m,XRP/USDT,SHORT,11,8,4,0,2.3536,2.4924,2.187,2.076,5.897,35.0,False,TRENDING,2025-10-11 20:30:00+00:00,2025-10-12 15:00:00+00:00,2.4924,SL,False,LOSS,-10.0
30m,XRP/USDT,SHORT,9,3,2,4,2.532,2.5837,2.47,2.4286,2.042,61.0,False,TRENDING,2025-10-12 22:30:00+00:00,2025-10-13 06:30:00+00:00,2.5837,SL,False,LOSS,-10.0
30m,XRP/USDT,SHORT,9,7,2,0,2.4638,2.6236,2.272,2.1442,6.486,25.2,True,TRENDING,2025-10-14 08:30:00+00:00,2025-10-16 09:30:00+00:00,2.4232,TIMEOUT,False,WIN,2.54
30m,XRP/USDT,SHORT,8,5,3,0,2.4496,2.4719,2.4228,2.405,0.91,57.8,False,TRENDING,2025-10-16 10:30:00+00:00,2025-10-16 14:30:00+00:00,2.405,TP2,True,WIN,16.01
30m,XRP/USDT,SHORT,9,8,2,0,2.3987,2.4666,2.3172,2.2629,2.831,34.4,False,TRENDING,2025-10-16 16:30:00+00:00,2025-10-17 01:00:00+00:00,2.3987,SL_BE,True,WIN,6.0
30m,XRP/USDT,SHORT,8,9,0,0,2.3579,2.4016,2.3055,2.2705,1.853,46.5,False,TRENDING,2025-10-17 02:30:00+00:00,2025-10-17 07:00:00+00:00,2.2705,TP2,True,WIN,16.0
30m,XRP/USDT,SHORT,10,8,2,0,2.2153,2.4016,1.9917,1.8427,8.41,23.6,True,TRENDING,2025-10-17 08:30:00+00:00,2025-10-19 09:30:00+00:00,2.3627,TIMEOUT,False,LOSS,-7.91
30m,XRP/USDT,SHORT,10,7,0,2,2.3985,2.4777,2.3035,2.2401,3.302,38.3,True,TRENDING,2025-10-22 08:30:00+00:00,2025-10-24 09:30:00+00:00,2.4554,TIMEOUT,False,LOSS,-7.18
30m,XRP/USDT,SHORT,8,0,3,4,2.4745,2.5149,2.426,2.3937,1.633,62.0,True,TRENDING,2025-10-24 14:30:00+00:00,2025-10-24 20:30:00+00:00,2.5149,SL,False,LOSS,-10.0
30m,XRP/USDT,LONG,9,8,0,2,2.5141,2.4341,2.6101,2.6741,3.182,64.6,False,TRENDING,2025-10-24 20:30:00+00:00,2025-10-26 21:30:00+00:00,2.6195,TIMEOUT,True,WIN,12.59
30m,XRP/USDT,LONG,8,6,3,0,2.6521,2.5979,2.7171,2.7605,2.044,59.9,False,RANGING,2025-10-26 22:30:00+00:00,2025-10-28 20:00:00+00:00,2.5979,SL,False,LOSS,-10.0
30m,XRP/USDT,LONG,12,8,4,0,2.6277,2.5876,2.6758,2.7079,1.526,53.6,True,RANGING,2025-10-29 08:30:00+00:00,2025-10-29 18:30:00+00:00,2.5876,SL,False,LOSS,-10.0
30m,XRP/USDT,SHORT,11,8,2,2,2.501,2.5938,2.3896,2.3154,3.711,34.5,False,TRENDING,2025-10-30 12:30:00+00:00,2025-10-31 10:30:00+00:00,2.501,SL_BE,True,WIN,6.0
30m,XRP/USDT,LONG,9,7,3,0,2.537,2.4951,2.5873,2.6208,1.652,66.2,False,TRENDING,2025-11-02 12:30:00+00:00,2025-11-02 16:00:00+00:00,2.4951,SL,False,LOSS,-10.0
30m,XRP/USDT,SHORT,9,8,2,0,2.4946,2.5554,2.4216,2.373,2.437,37.7,False,RANGING,2025-11-02 18:30:00+00:00,2025-11-03 15:00:00+00:00,2.373,TP2,True,WIN,16.0
30m,XRP/USDT,SHORT,9,8,2,0,2.3737,2.4334,2.3021,2.2543,2.515,36.6,False,VOLATILE,2025-11-03 16:30:00+00:00,2025-11-04 05:30:00+00:00,2.2543,TP2,True,WIN,16.0
30m,XRP/USDT,SHORT,9,8,2,0,2.2738,2.3659,2.1633,2.0896,4.05,41.0,False,TRENDING,2025-11-04 06:30:00+00:00,2025-11-04 21:30:00+00:00,2.0896,TP2,True,WIN,16.0
30m,XRP/USDT,SHORT,9,8,2,0,2.2189,2.3274,2.0887,2.0019,4.89,46.0,False,TRENDING,2025-11-04 22:30:00+00:00,2025-11-05 20:00:00+00:00,2.3274,SL,False,LOSS,-10.0
30m,XRP/USDT,SHORT,8,3,3,2,2.346,2.3768,2.309,2.2844,1.313,66.7,False,TRENDING,2025-11-06 00:30:00+00:00,2025-11-06 02:30:00+00:00,2.3768,SL,False,LOSS,-10.0
30m,XRP/USDT,SHORT,10,8,0,2,2.2588,2.3647,2.1317,2.047,4.688,40.0,True,RANGING,2025-11-06 14:30:00+00:00,2025-11-07 20:30:00+00:00,2.3647,SL,False,LOSS,-10.0
30m,XRP/USDT,SHORT,10,6,2,2,2.2588,2.2894,2.2221,2.1976,1.355,46.3,False,TRENDING,2025-11-09 02:30:00+00:00,2025-11-09 07:00:00+00:00,2.2894,SL,False,LOSS,-10.0
30m,XRP/USDT,SHORT,12,10,3,0,2.2666,2.2987,2.2281,2.2024,1.416,43.4,False,RANGING,2025-11-09 10:30:00+00:00,2025-11-09 14:00:00+00:00,2.2987,SL,False,LOSS,-10.0
