sym,tf,side,score,score_trend,score_smc,score_osc,score_liq,ep,sl,tp1,tp2,sl_pct,rsi,in_kz,regime,entry_ts,exit_ts,exit_px,exit_type,tp1_hit,outcome,pnl,pnl_pct,notional,balance_at_entry
SOL/USDT,30m,SHORT,12,5,0,0,8,21.79,21.93,21.61,21.49,0.675,58.3,False,TRENDING,2023-04-22 19:00:00+00:00,2023-04-22 22:00:00+00:00,21.93,SL,False,LOSS,-1.28,-0.64,200.0,1000.0
ADA/USDT,30m,SHORT,11,1,2,0,8,0.3946,0.399,0.3894,0.3859,1.11,59.7,False,TRENDING,2023-04-22 19:30:00+00:00,2023-04-23 08:00:00+00:00,0.3946,SL_BE,True,WIN,1.32,0.66,199.77,998.84
XRP/USDT,15m,LONG,13,0,2,3,8,0.4702,0.4668,0.4744,0.4771,0.736,54.0,False,TRENDING,2023-04-22 20:30:00+00:00,2023-04-23 00:30:00+00:00,0.4668,SL,False,LOSS,-1.46,-0.72,201.61,1008.04
ADA/USDT,15m,SHORT,10,0,2,3,5,0.3946,0.399,0.3893,0.3857,1.123,48.5,False,TRENDING,2023-04-22 20:30:00+00:00,2023-04-23 08:00:00+00:00,0.3946,SL_BE,True,WIN,1.35,0.67,201.65,1008.23
XRP/USDT,30m,SHORT,12,2,2,4,5,0.4724,0.476,0.4681,0.4652,0.762,62.0,False,TRENDING,2023-04-22 23:00:00+00:00,2023-04-23 01:30:00+00:00,0.4652,TP2,True,WIN,2.43,1.22,200.0,1000.0
BNB/USDT,30m,SHORT,10,0,3,2,5,331.61,333.33,329.55,328.17,0.519,68.9,False,TRENDING,2023-04-22 23:00:00+00:00,2023-04-23 01:00:00+00:00,331.61,SL_BE,True,WIN,0.62,0.31,199.79,998.95
SOL/USDT,30m,SHORT,12,1,2,4,5,21.82,21.99,21.61,21.47,0.797,62.8,False,TRENDING,2023-04-22 23:00:00+00:00,2023-04-23 04:30:00+00:00,21.82,SL_BE,True,WIN,0.96,0.48,199.74,998.72
LINK/USDT,30m,SHORT,12,5,0,0,8,7.172,7.24,7.0904,7.036,0.948,54.4,False,RANGING,2023-04-22 23:30:00+00:00,2023-04-23 14:30:00+00:00,7.036,TP2,True,WIN,3.04,1.52,200.16,1000.82
AVAX/USDT,30m,SHORT,12,5,0,0,8,17.23,17.34,17.1,17.01,0.638,55.7,False,RANGING,2023-04-22 23:30:00+00:00,2023-04-23 01:30:00+00:00,17.01,TP2,True,WIN,2.03,1.02,200.0,1000.0
DOGE/USDT,15m,SHORT,12,3,3,2,5,0.07942,0.0805,0.078124,0.07726,1.36,42.7,False,RANGING,2023-04-23 00:30:00+00:00,2023-04-23 03:45:00+00:00,0.0805,SL,False,LOSS,-2.73,-1.36,200.86,1004.31
BTC/USDT,30m,SHORT,15,7,3,1,5,27634.6,27889.0,27329.32,27125.8,0.921,50.0,False,TRENDING,2023-04-23 03:00:00+00:00,2023-04-23 16:30:00+00:00,27634.6,SL_BE,True,WIN,1.1,0.55,199.77,998.86
XRP/USDT,30m,SHORT,13,4,4,1,5,0.4676,0.4752,0.4584,0.4523,1.636,46.3,False,TRENDING,2023-04-23 03:00:00+00:00,2023-04-23 18:30:00+00:00,0.4523,TP2,True,WIN,5.25,2.62,200.49,1002.43
LINK/USDT,15m,SHORT,13,9,0,1,5,7.117,7.199,7.0186,6.953,1.152,51.1,False,RANGING,2023-04-23 04:30:00+00:00,2023-04-23 15:15:00+00:00,6.953,TP2,True,WIN,3.72,1.84,201.84,1009.18
AVAX/USDT,15m,SHORT,15,10,0,2,5,17.05,17.25,16.81,16.65,1.173,44.8,False,TRENDING,2023-04-23 04:45:00+00:00,2023-04-23 12:30:00+00:00,17.25,SL,False,LOSS,-2.39,-1.17,204.07,1020.34
SOL/USDT,15m,LONG,12,0,3,4,5,22.16,21.64,22.78,23.2,2.351,71.3,True,TRENDING,2023-04-23 08:15:00+00:00,2023-04-23 15:15:00+00:00,21.64,SL,False,LOSS,-4.7,-2.35,200.26,1001.3
DOGE/USDT,30m,SHORT,13,5,2,2,5,0.08006,0.08084,0.079124,0.0785,0.974,47.6,False,RANGING,2023-04-23 11:00:00+00:00,2023-04-23 18:00:00+00:00,0.0785,TP2,True,WIN,3.12,1.56,199.95,999.77
ETH/USDT,30m,SHORT,14,5,2,0,8,1867.37,1877.0,1855.81,1848.11,0.516,48.9,False,RANGING,2023-04-23 11:00:00+00:00,2023-04-23 12:00:00+00:00,1877.0,SL,False,LOSS,-1.03,-0.52,200.17,1000.87
ADA/USDT,15m,SHORT,14,9,2,0,5,0.3919,0.3951,0.3881,0.3855,0.819,48.6,False,RANGING,2023-04-23 12:30:00+00:00,2023-04-23 15:00:00+00:00,0.3855,TP2,True,WIN,2.63,1.3,201.92,1009.58
ETH/USDT,30m,SHORT,12,1,3,3,5,1855.81,1882.99,1823.19,1801.45,1.465,45.0,True,RANGING,2023-04-23 15:00:00+00:00,2023-04-24 01:00:00+00:00,1882.99,SL,False,LOSS,-2.93,-1.46,199.97,999.84
SOL/USDT,30m,SHORT,14,3,2,2,8,21.59,22.25,20.8,20.27,3.061,40.9,True,RANGING,2023-04-23 15:00:00+00:00,2023-04-25 16:00:00+00:00,20.943,TIMEOUT,True,WIN,6.65,3.33,199.94,999.68
BNB/USDT,30m,SHORT,14,0,4,2,8,327.54,331.77,322.46,319.08,1.291,47.1,True,RANGING,2023-04-23 15:00:00+00:00,2023-04-24 00:30:00+00:00,331.77,SL,False,LOSS,-2.58,-1.29,199.91,999.57
ADA/USDT,15m,SHORT,15,8,2,2,5,0.3883,0.393,0.3826,0.3788,1.221,43.0,False,TRENDING,2023-04-23 16:30:00+00:00,2023-04-23 22:30:00+00:00,0.3883,SL_BE,True,WIN,1.49,0.73,202.44,1012.21
XRP/USDT,15m,SHORT,16,9,2,2,5,0.4631,0.47,0.4548,0.4492,1.497,39.5,False,TRENDING,2023-04-23 16:30:00+00:00,2023-04-23 20:15:00+00:00,0.4631,SL_BE,True,WIN,1.8,0.9,201.32,1006.58
XRP/USDT,30m,SHORT,18,8,2,2,8,0.4566,0.4713,0.439,0.4273,3.217,27.4,False,TRENDING,2023-04-23 19:00:00+00:00,2023-04-24 00:30:00+00:00,0.4713,SL,False,LOSS,-6.49,-3.22,201.54,1007.68
BTC/USDT,30m,SHORT,14,7,2,1,5,27455.4,27749.9,27102.0,26866.4,1.073,41.8,False,RANGING,2023-04-23 19:00:00+00:00,2023-04-24 00:30:00+00:00,27749.9,SL,False,LOSS,-2.15,-1.07,199.99,999.96
LINK/USDT,30m,SHORT,16,9,2,2,5,6.95,7.132,6.7316,6.586,2.619,33.1,False,TRENDING,2023-04-23 19:30:00+00:00,2023-04-24 00:30:00+00:00,7.132,SL,False,LOSS,-5.26,-2.62,200.77,1003.86
ADA/USDT,30m,SHORT,16,9,2,2,5,0.3835,0.3945,0.3704,0.3617,2.845,27.1,False,TRENDING,2023-04-23 19:30:00+00:00,2023-04-24 01:00:00+00:00,0.3945,SL,False,LOSS,-5.74,-2.87,200.03,1000.16
SOL/USDT,15m,SHORT,17,9,3,2,5,21.3,21.84,20.65,20.22,2.531,38.8,False,TRENDING,2023-04-23 20:15:00+00:00,2023-04-24 01:00:00+00:00,21.84,SL,False,LOSS,-5.05,-2.54,199.32,996.6
XRP/USDT,15m,SHORT,16,8,3,2,5,0.4617,0.4644,0.4585,0.4564,0.581,54.4,False,TRENDING,2023-04-23 20:30:00+00:00,2023-04-23 22:30:00+00:00,0.4644,SL,False,LOSS,-1.18,-0.58,201.68,1008.38
LINK/USDT,15m,SHORT,16,10,1,2,5,6.982,7.076,6.8692,6.794,1.346,49.2,False,TRENDING,2023-04-23 20:30:00+00:00,2023-04-23 23:15:00+00:00,7.076,SL,False,LOSS,-2.73,-1.35,202.58,1012.9
AVAX/USDT,15m,SHORT,15,9,1,2,5,16.7,16.99,16.35,16.12,1.737,41.0,False,TRENDING,2023-04-23 20:45:00+00:00,2023-04-24 01:00:00+00:00,16.99,SL,False,LOSS,-3.54,-1.74,203.59,1017.95
DOGE/USDT,30m,SHORT,18,10,3,2,5,0.07885,0.08047,0.076906,0.07561,2.055,46.7,False,TRENDING,2023-04-23 23:00:00+00:00,2023-04-26 00:00:00+00:00,0.08016,TIMEOUT,False,LOSS,-3.33,-1.66,200.58,1002.89
AVAX/USDT,30m,SHORT,16,8,0,2,8,16.85,17.18,16.45,16.19,1.958,52.6,False,TRENDING,2023-04-23 23:30:00+00:00,2023-04-24 13:30:00+00:00,17.18,SL,False,LOSS,-3.92,-1.96,200.41,1002.03
ETH/USDT,15m,SHORT,12,6,1,1,5,1852.01,1868.63,1832.07,1818.77,0.897,54.1,False,RANGING,2023-04-24 00:15:00+00:00,2023-04-24 00:45:00+00:00,1868.63,SL,False,LOSS,-1.81,-0.9,201.4,1006.99
DOGE/USDT,15m,SHORT,22,12,3,1,8,0.0784,0.07908,0.077584,0.07704,0.867,46.1,False,TRENDING,2023-04-24 00:30:00+00:00,2023-04-24 01:00:00+00:00,0.07908,SL,False,LOSS,-1.74,-0.87,200.32,1001.58
BTC/USDT,15m,SHORT,12,0,2,5,5,27757.5,27999.0,27467.7,27274.5,0.87,56.6,False,RANGING,2023-04-24 04:15:00+00:00,2023-04-24 08:30:00+00:00,27274.5,TP2,True,WIN,2.79,1.39,200.33,1001.65
AVAX/USDT,15m,SHORT,12,4,2,2,5,16.83,17.07,16.54,16.35,1.426,49.4,False,RANGING,2023-04-24 04:45:00+00:00,2023-04-24 10:00:00+00:00,16.83,SL_BE,True,WIN,1.75,0.86,202.88,1014.41
BTC/USDT,30m,SHORT,12,4,3,1,5,27474.7,27999.0,26845.54,26426.1,1.908,43.6,False,RANGING,2023-04-24 07:00:00+00:00,2023-04-25 20:30:00+00:00,27999.0,SL,False,LOSS,-3.81,-1.91,199.56,997.81
XRP/USDT,30m,SHORT,12,2,2,4,5,0.4644,0.4858,0.4387,0.4216,4.61,47.6,False,RANGING,2023-04-24 07:00:00+00:00,2023-04-26 08:00:00+00:00,0.46971,TIMEOUT,False,LOSS,-2.29,-1.14,200.24,1001.19
SOL/USDT,15m,SHORT,18,8,2,2,8,21.24,21.82,20.53,20.06,2.774,40.1,True,TRENDING,2023-04-24 08:15:00+00:00,2023-04-24 13:30:00+00:00,21.82,SL,False,LOSS,-5.42,-2.73,198.31,991.55
ETH/USDT,15m,SHORT,17,10,2,2,5,1841.51,1870.6,1806.6,1783.33,1.58,43.5,True,TRENDING,2023-04-24 08:15:00+00:00,2023-04-24 13:30:00+00:00,1870.6,SL,False,LOSS,-3.18,-1.58,201.04,1005.18
ADA/USDT,15m,SHORT,17,8,2,4,5,0.3834,0.3925,0.3725,0.3653,2.36,33.9,True,TRENDING,2023-04-24 08:30:00+00:00,2023-04-24 13:30:00+00:00,0.3925,SL,False,LOSS,-4.81,-2.37,202.74,1013.7
ETH/USDT,30m,SHORT,16,10,1,2,5,1846.37,1890.0,1794.01,1759.11,2.363,42.9,False,TRENDING,2023-04-24 11:00:00+00:00,2023-04-26 09:30:00+00:00,1890.0,SL,False,LOSS,-4.71,-2.36,199.38,996.91
ADA/USDT,30m,LONG,13,0,3,2,8,0.3896,0.3819,0.399,0.4052,1.999,52.5,False,RANGING,2023-04-24 11:30:00+00:00,2023-04-24 16:30:00+00:00,0.3819,SL,False,LOSS,-3.93,-1.98,198.88,994.42
AVAX/USDT,15m,LONG,12,0,3,4,5,17.04,16.54,17.64,18.04,2.934,68.4,False,TRENDING,2023-04-24 12:45:00+00:00,2023-04-26 12:15:00+00:00,18.04,TP2,True,WIN,9.54,4.69,203.23,1016.16
LINK/USDT,30m,SHORT,14,2,2,3,8,7.089,7.271,6.8706,6.725,2.567,45.6,True,RANGING,2023-04-24 15:30:00+00:00,2023-04-25 21:00:00+00:00,7.271,SL,False,LOSS,-5.13,-2.57,199.72,998.6
XRP/USDT,15m,SHORT,17,8,2,4,5,0.4562,0.467,0.4433,0.4346,2.367,32.5,False,TRENDING,2023-04-24 16:30:00+00:00,2023-04-25 20:00:00+00:00,0.467,SL,False,LOSS,-4.77,-2.37,201.44,1007.2
DOGE/USDT,15m,SHORT,14,7,2,1,5,0.07824,0.07917,0.077124,0.07638,1.189,49.2,False,RANGING,2023-04-24 20:30:00+00:00,2023-04-25 20:00:00+00:00,0.07917,SL,False,LOSS,-2.38,-1.19,199.97,999.84
BNB/USDT,15m,LONG,14,9,0,2,5,331.55,326.54,337.56,341.57,1.511,60.2,False,RANGING,2023-04-24 20:30:00+00:00,2023-04-26 12:15:00+00:00,341.57,TP2,True,WIN,4.81,2.42,198.87,994.33
BNB/USDT,30m,SHORT,12,0,3,4,5,331.25,333.45,328.61,326.85,0.664,51.5,False,RANGING,2023-04-24 23:00:00+00:00,2023-04-25 15:00:00+00:00,331.25,SL_BE,True,WIN,0.79,0.4,199.4,996.99
AVAX/USDT,30m,LONG,12,0,0,4,8,16.91,16.66,17.21,17.41,1.478,52.1,False,RANGING,2023-04-24 23:30:00+00:00,2023-04-25 20:00:00+00:00,17.41,TP2,True,WIN,4.72,2.37,199.62,998.11
ADA/USDT,30m,SHORT,14,9,1,1,5,0.3835,0.394,0.3709,0.3625,2.743,47.3,False,RANGING,2023-04-24 23:30:00+00:00,2023-04-25 23:30:00+00:00,0.394,SL,False,LOSS,-5.42,-2.74,198.1,990.49
BTC/USDT,15m,LONG,13,0,4,4,5,27493.3,27320.0,27701.26,27839.9,0.63,59.8,False,RANGING,2023-04-25 00:15:00+00:00,2023-04-25 02:15:00+00:00,27320.0,SL,False,LOSS,-1.27,-0.63,200.89,1004.44
ETH/USDT,15m,LONG,13,0,4,4,5,1843.64,1827.16,1863.42,1876.6,0.894,59.8,False,RANGING,2023-04-25 00:15:00+00:00,2023-04-25 03:45:00+00:00,1827.16,SL,False,LOSS,-1.79,-0.89,200.4,1002.0
BTC/USDT,15m,SHORT,13,10,0,0,5,27379.9,27598.4,27117.7,26942.9,0.798,44.3,False,RANGING,2023-04-25 04:15:00+00:00,2023-04-25 17:45:00+00:00,27598.4,SL,False,LOSS,-1.6,-0.8,200.63,1003.17
SOL/USDT,15m,SHORT,16,9,2,2,5,21.02,21.46,20.5,20.14,2.088,38.3,False,TRENDING,2023-04-25 04:15:00+00:00,2023-04-25 20:15:00+00:00,21.46,SL,False,LOSS,-4.13,-2.09,197.23,986.13
ADA/USDT,15m,SHORT,17,10,2,2,5,0.3816,0.3851,0.3774,0.3746,0.912,41.6,False,TRENDING,2023-04-25 04:30:00+00:00,2023-04-25 13:00:00+00:00,0.3816,SL_BE,True,WIN,1.11,0.55,201.78,1008.89
LINK/USDT,15m,SHORT,16,10,1,2,5,7.038,7.099,6.9648,6.916,0.867,43.9,False,TRENDING,2023-04-25 04:30:00+00:00,2023-04-25 08:45:00+00:00,7.038,SL_BE,True,WIN,1.05,0.52,202.03,1010.17
ETH/USDT,15m,SHORT,15,8,2,2,5,1818.0,1837.0,1795.2,1780.0,1.045,34.3,True,TRENDING,2023-04-25 08:15:00+00:00,2023-04-25 17:30:00+00:00,1837.0,SL,False,LOSS,-2.09,-1.05,200.04,1000.21
LINK/USDT,15m,LONG,12,0,3,4,5,7.063,6.949,7.1998,7.291,1.614,61.7,False,RANGING,2023-04-25 12:30:00+00:00,2023-04-25 21:15:00+00:00,7.291,TP2,True,WIN,5.22,2.58,202.24,1011.22
BNB/USDT,30m,LONG,12,0,2,2,8,331.25,328.04,335.1,337.67,0.969,48.1,True,RANGING,2023-04-25 15:00:00+00:00,2023-04-25 22:00:00+00:00,337.67,TP2,True,WIN,3.09,1.55,199.56,997.78
ETH/USDT,15m,LONG,14,8,1,2,5,1858.65,1809.36,1917.8,1957.23,2.652,72.3,False,RANGING,2023-04-25 20:15:00+00:00,2023-04-26 12:30:00+00:00,1957.23,TP2,True,WIN,8.47,4.24,199.62,998.12
SOL/USDT,15m,LONG,14,8,1,2,5,21.44,20.77,22.24,22.78,3.125,66.5,False,RANGING,2023-04-25 20:15:00+00:00,2023-04-26 12:15:00+00:00,22.78,TP2,True,WIN,9.8,4.99,196.4,982.0
DOGE/USDT,15m,LONG,14,8,1,2,5,0.07938,0.07751,0.081624,0.08312,2.356,67.9,False,RANGING,2023-04-25 20:30:00+00:00,2023-04-26 12:30:00+00:00,0.08312,TP2,True,WIN,7.52,3.77,199.49,997.46
ADA/USDT,15m,LONG,14,8,1,2,5,0.3892,0.3789,0.4017,0.41,2.669,69.9,False,RANGING,2023-04-25 20:30:00+00:00,2023-04-26 12:15:00+00:00,0.41,TP2,True,WIN,8.64,4.28,202.0,1010.0
BTC/USDT,30m,SHORT,10,0,0,2,8,28260.3,28416.35,28073.04,27948.19,0.552,76.4,False,TRENDING,2023-04-25 23:00:00+00:00,2023-04-26 00:00:00+00:00,28416.35,SL,False,LOSS,-1.1,-0.55,198.8,994.0
BNB/USDT,30m,LONG,17,9,3,2,5,339.36,328.17,352.79,361.74,3.297,73.2,False,TRENDING,2023-04-25 23:00:00+00:00,2023-04-26 19:30:00+00:00,328.17,SL,False,LOSS,-6.6,-3.3,200.17,1000.87
SOL/USDT,30m,SHORT,11,0,1,2,8,21.87,22.05,21.65,21.51,0.82,68.0,False,TRENDING,2023-04-25 23:00:00+00:00,2023-04-26 00:00:00+00:00,22.05,SL,False,LOSS,-1.66,-0.82,201.27,1006.33
AVAX/USDT,30m,LONG,15,0,3,4,8,17.63,16.85,18.57,19.19,4.424,67.7,False,TRENDING,2023-04-25 23:30:00+00:00,2023-04-26 19:30:00+00:00,16.85,SL,False,LOSS,-8.87,-4.42,200.57,1002.83
ADA/USDT,30m,LONG,12,0,3,4,5,0.3945,0.3774,0.415,0.4286,4.327,69.6,False,TRENDING,2023-04-25 23:30:00+00:00,2023-04-26 19:30:00+00:00,0.3945,SL_BE,True,WIN,5.12,2.6,197.01,985.07
LINK/USDT,30m,LONG,15,0,3,4,8,7.273,6.994,7.6078,7.831,3.836,69.2,False,TRENDING,2023-04-25 23:30:00+00:00,2023-04-26 19:30:00+00:00,6.994,SL,False,LOSS,-7.62,-3.84,198.69,993.47
LINK/USDT,15m,LONG,19,9,0,4,8,7.276,7.054,7.5424,7.72,3.051,70.2,False,TRENDING,2023-04-26 00:30:00+00:00,2023-04-26 19:30:00+00:00,7.054,SL,False,LOSS,-6.2,-3.05,203.29,1016.44
XRP/USDT,15m,LONG,19,9,0,4,8,0.4684,0.4607,0.4776,0.4837,1.635,65.4,False,TRENDING,2023-04-26 00:30:00+00:00,2023-04-26 19:15:00+00:00,0.4684,SL_BE,True,WIN,1.97,0.98,200.49,1002.43
BTC/USDT,30m,LONG,17,9,0,2,8,28323.9,27322.0,29526.18,30327.7,3.537,73.1,False,TRENDING,2023-04-26 03:00:00+00:00,2023-04-26 19:30:00+00:00,28323.9,SL_BE,True,WIN,4.21,2.12,198.58,992.9
BTC/USDT,15m,LONG,18,11,1,3,5,28362.1,28154.2,28611.58,28777.9,0.733,60.3,False,TRENDING,2023-04-26 04:15:00+00:00,2023-04-26 08:30:00+00:00,28777.9,TP2,True,WIN,2.35,1.17,200.31,1001.57
SOL/USDT,30m,SHORT,13,0,2,3,8,21.95,22.18,21.69,21.51,1.011,63.9,False,TRENDING,2023-04-26 07:00:00+00:00,2023-04-26 08:30:00+00:00,22.18,SL,False,LOSS,-2.11,-1.05,200.93,1004.67
DOGE/USDT,30m,SHORT,10,0,2,0,8,0.08,0.08051,0.079388,0.07898,0.637,57.2,False,TRENDING,2023-04-26 07:00:00+00:00,2023-04-26 08:00:00+00:00,0.08051,SL,False,LOSS,-1.27,-0.64,199.91,999.56
XRP/USDT,30m,LONG,13,0,1,4,8,0.474,0.4658,0.4838,0.4904,1.728,61.9,False,TRENDING,2023-04-26 11:00:00+00:00,2023-04-26 19:00:00+00:00,0.4658,SL,False,LOSS,-3.46,-1.73,199.78,998.9
SOL/USDT,15m,LONG,17,9,1,4,5,22.79,21.82,23.96,24.73,4.256,71.5,False,TRENDING,2023-04-26 12:15:00+00:00,2023-04-26 19:30:00+00:00,21.82,SL,False,LOSS,-8.44,-4.26,198.36,991.8
ETH/USDT,30m,LONG,16,9,2,2,5,1946.39,1858.17,2052.25,2122.83,4.532,72.0,True,TRENDING,2023-04-26 15:00:00+00:00,2023-04-26 19:30:00+00:00,1858.17,SL,False,LOSS,-8.99,-4.53,198.44,992.2
SOL/USDT,30m,LONG,17,9,3,2,5,22.6,21.82,23.53,24.15,3.438,64.8,True,TRENDING,2023-04-26 15:00:00+00:00,2023-04-26 19:30:00+00:00,21.82,SL,False,LOSS,-6.92,-3.45,200.51,1002.56
DOGE/USDT,30m,SHORT,10,0,0,2,8,0.08242,0.08361,0.080992,0.08004,1.444,66.8,True,TRENDING,2023-04-26 15:00:00+00:00,2023-04-26 19:30:00+00:00,0.08004,TP2,True,WIN,4.61,2.31,199.66,998.29
BTC/USDT,15m,LONG,14,9,0,2,5,29810.9,28906.9,30895.7,31618.9,3.032,68.4,False,TRENDING,2023-04-26 16:15:00+00:00,2023-04-26 19:30:00+00:00,28906.9,SL,False,LOSS,-6.09,-3.03,200.78,1003.92
ETH/USDT,15m,LONG,16,9,0,4,5,1952.01,1909.21,2003.37,2037.61,2.193,67.8,False,TRENDING,2023-04-26 16:15:00+00:00,2023-04-26 19:15:00+00:00,1909.21,SL,False,LOSS,-4.41,-2.19,201.32,1006.59
DOGE/USDT,15m,LONG,14,10,0,1,5,0.08235,0.08147,0.083406,0.08411,1.069,56.6,False,TRENDING,2023-04-26 16:30:00+00:00,2023-04-26 19:15:00+00:00,0.08147,SL,False,LOSS,-2.15,-1.07,201.0,1004.98
BNB/USDT,15m,LONG,13,9,0,1,5,341.59,337.61,346.37,349.55,1.165,55.8,False,RANGING,2023-04-26 16:30:00+00:00,2023-04-26 19:15:00+00:00,337.61,SL,False,LOSS,-2.33,-1.17,199.83,999.14
ADA/USDT,15m,LONG,14,9,0,2,5,0.4136,0.4043,0.4246,0.432,2.232,61.1,False,TRENDING,2023-04-26 16:30:00+00:00,2023-04-26 19:15:00+00:00,0.4043,SL,False,LOSS,-4.58,-2.25,203.73,1018.64
AVAX/USDT,15m,LONG,16,10,1,2,5,18.02,17.81,18.27,18.44,1.165,54.6,False,TRENDING,2023-04-26 16:45:00+00:00,2023-04-26 19:15:00+00:00,17.81,SL,False,LOSS,-2.39,-1.17,205.14,1025.7
AVAX/USDT,30m,LONG,10,0,0,2,8,17.18,16.24,18.31,19.06,5.471,41.0,False,TRENDING,2023-04-26 23:30:00+00:00,2023-04-29 00:30:00+00:00,17.46,TIMEOUT,False,WIN,3.24,1.63,198.79,993.96
BTC/USDT,15m,LONG,11,4,3,0,5,29404.9,27199.9,32050.9,33814.9,7.499,48.4,False,TRENDING,2023-04-27 00:15:00+00:00,2023-04-29 00:45:00+00:00,29254.0,TIMEOUT,False,LOSS,-1.02,-0.51,199.57,997.83
ETH/USDT,15m,LONG,13,4,3,2,5,1932.0,1782.2,2111.76,2231.6,7.754,47.1,False,TRENDING,2023-04-27 00:15:00+00:00,2023-04-29 00:45:00+00:00,1888.52,TIMEOUT,False,LOSS,-4.51,-2.25,200.44,1002.18
XRP/USDT,15m,SHORT,12,0,2,5,5,0.4668,0.4767,0.455,0.4471,2.11,61.5,False,TRENDING,2023-04-27 00:30:00+00:00,2023-04-28 04:30:00+00:00,0.4767,SL,False,LOSS,-4.26,-2.12,200.88,1004.4
BNB/USDT,15m,LONG,14,0,3,3,8,333.88,321.14,349.17,359.36,3.816,61.1,False,TRENDING,2023-04-27 00:30:00+00:00,2023-04-28 08:30:00+00:00,321.14,SL,False,LOSS,-7.61,-3.82,199.36,996.81
AVAX/USDT,15m,SHORT,11,0,2,1,8,17.64,17.82,17.43,17.29,0.994,57.2,False,TRENDING,2023-04-27 00:45:00+00:00,2023-04-27 06:45:00+00:00,17.29,TP2,True,WIN,3.25,1.59,204.66,1023.31
XRP/USDT,30m,SHORT,16,8,3,2,5,0.4634,0.4787,0.4452,0.433,3.28,47.9,False,TRENDING,2023-04-27 03:00:00+00:00,2023-04-28 04:30:00+00:00,0.4787,SL,False,LOSS,-6.57,-3.3,199.09,995.44
BNB/USDT,30m,LONG,11,0,3,0,8,332.21,321.14,345.49,354.35,3.332,47.2,False,TRENDING,2023-04-27 03:00:00+00:00,2023-04-28 08:30:00+00:00,321.14,SL,False,LOSS,-6.63,-3.33,198.85,994.27
SOL/USDT,30m,SHORT,11,4,1,2,5,21.62,22.84,20.16,19.18,5.642,48.0,False,TRENDING,2023-04-27 03:00:00+00:00,2023-04-28 10:30:00+00:00,22.84,SL,False,LOSS,-11.24,-5.64,199.13,995.64
DOGE/USDT,30m,SHORT,15,6,3,2,5,0.07989,0.08268,0.076542,0.07431,3.492,50.0,False,TRENDING,2023-04-27 03:00:00+00:00,2023-04-29 04:00:00+00:00,0.081,TIMEOUT,False,LOSS,-2.79,-1.39,200.58,1002.9
ADA/USDT,30m,LONG,13,10,0,0,5,0.4042,0.3773,0.4364,0.4578,6.638,51.4,False,TRENDING,2023-04-27 03:30:00+00:00,2023-04-29 04:30:00+00:00,0.40534,TIMEOUT,False,WIN,0.56,0.28,198.04,990.19
LINK/USDT,30m,SHORT,17,9,1,4,5,7.05,7.428,6.5964,6.294,5.362,42.4,False,TRENDING,2023-04-27 03:30:00+00:00,2023-04-29 04:30:00+00:00,7.077,TIMEOUT,False,LOSS,-0.76,-0.38,197.17,985.85
LINK/USDT,15m,SHORT,13,8,0,2,5,7.096,7.226,6.94,6.836,1.832,48.5,False,RANGING,2023-04-27 04:30:00+00:00,2023-04-27 18:30:00+00:00,7.226,SL,False,LOSS,-3.7,-1.83,202.05,1010.24
ETH/USDT,30m,SHORT,14,0,2,4,8,1883.97,1939.84,1816.93,1772.23,2.966,44.1,False,RANGING,2023-04-27 07:00:00+00:00,2023-04-29 08:00:00+00:00,1898.57,TIMEOUT,False,LOSS,-1.52,-0.77,196.64,983.21
SOL/USDT,15m,SHORT,14,8,2,1,5,21.68,21.79,21.55,21.46,0.515,51.4,False,RANGING,2023-04-27 12:15:00+00:00,2023-04-27 14:00:00+00:00,21.68,SL_BE,True,WIN,0.59,0.3,196.67,983.36
AVAX/USDT,15m,SHORT,13,0,4,4,5,17.31,17.49,17.09,16.95,1.04,39.0,False,RANGING,2023-04-27 12:45:00+00:00,2023-04-27 15:15:00+00:00,17.49,SL,False,LOSS,-2.13,-1.04,205.31,1026.56
DOGE/USDT,15m,LONG,12,0,2,2,8,0.07991,0.07881,0.08123,0.08211,1.377,54.9,False,RANGING,2023-04-27 16:30:00+00:00,2023-04-29 17:00:00+00:00,0.08142,TIMEOUT,True,WIN,3.55,1.77,200.57,1002.83
ADA/USDT,15m,LONG,14,8,1,2,5,0.4117,0.4026,0.4227,0.43,2.217,60.3,False,RANGING,2023-04-27 16:30:00+00:00,2023-04-28 11:45:00+00:00,0.4026,SL,False,LOSS,-4.48,-2.21,202.81,1014.06
LINK/USDT,1h,LONG,14,0,4,2,8,7.18,6.971,7.4308,7.598,2.911,57.6,False,RANGING,2023-04-27 20:00:00+00:00,2023-04-28 13:00:00+00:00,6.971,SL,False,LOSS,-5.82,-2.91,200.0,1000.0
BNB/USDT,1h,SHORT,12,0,2,2,8,334.55,337.15,331.42,329.34,0.779,57.3,False,RANGING,2023-04-27 20:00:00+00:00,2023-04-28 00:00:00+00:00,329.34,TP2,True,WIN,2.49,1.25,200.0,1000.0
XRP/USDT,1h,LONG,14,0,4,2,8,0.4673,0.4551,0.4819,0.4916,2.607,57.5,False,RANGING,2023-04-27 20:00:00+00:00,2023-04-28 13:00:00+00:00,0.4673,SL_BE,True,WIN,3.12,1.56,200.0,1000.0
